"","created_at","id","id_str","text","full_text","truncated","entities","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","retweet_count","favorite_count","favorited","favorited_by","retweeted","scopes","lang","possibly_sensitive","display_text_width","display_text_range","retweeted_status","quoted_status","quoted_status_id","quoted_status_id_str","quoted_status_permalink","quote_count","timestamp_ms","reply_count","filter_level","metadata","query","withheld_scope","withheld_copyright","withheld_in_countries","possibly_sensitive_appealable"
"1","1677232673","1629058020155039744","1629058020155039744","Ci sono organizzazioni che salvano vite e altre che lucrano sugli esseri umani, traghettandoli tra Africa ed Europa.
Bene il decreto Ong, dopo anni di sinistra e porti spalancati l'Italia non può e non deve più essere l'unico punto di approdo degli immigrati. https://t.co/VoB2neyrWu","Ci sono organizzazioni che salvano vite e altre che lucrano sugli esseri umani, traghettandoli tra Africa ed Europa.
Bene il decreto Ong, dopo anni di sinistra e porti spalancati l'Italia non può e non deve più essere l'unico punto di approdo degli immigrati. https://t.co/VoB2neyrWu","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1629057930753372160, id_str = ""1629057930753372163"", indices = list(list(start = 260, end = 283)), media_url = ""http://pbs.twimg.com/media/FpuTjpEWcAMqXay.jpg"", media_url_https = ""https://pbs.twimg.com/media/FpuTjpEWcAMqXay.jpg"", 
    url = ""https://t.co/VoB2neyrWu"", display_url = ""pic.twitter.com/VoB2neyrWu"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1629058020155039744/photo/1"", type = ""photo"", sizes = list(list(w = c(1440, 680, 150, 1200), h = c(1440, 680, 150, 1200), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","12","62","FALSE","NA","FALSE","NA","it","FALSE","NA","259","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2","1677187565","1628868823897059328","1628868823897059334","Telecamere dentro le strutture di servizi di assistenza, dalle parole ai fatti.
Era una battaglia storica della Lega per tutelare le persone anziane nelle strutture socio-sanitarie, troppe volte vittime di aggressioni e violenze. 
Sicurezza e buonsenso, avanti tutta. https://t.co/yPN9jtfSgg","Telecamere dentro le strutture di servizi di assistenza, dalle parole ai fatti.
Era una battaglia storica della Lega per tutelare le persone anziane nelle strutture socio-sanitarie, troppe volte vittime di aggressioni e violenze. 
Sicurezza e buonsenso, avanti tutta. https://t.co/yPN9jtfSgg","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1628868820264751104, id_str = ""1628868820264751104"", indices = list(list(start = 268, end = 291)), media_url = ""http://pbs.twimg.com/media/Fprnj9mXEAACeSE.jpg"", media_url_https = ""https://pbs.twimg.com/media/Fprnj9mXEAACeSE.jpg"", 
    url = ""https://t.co/yPN9jtfSgg"", display_url = ""pic.twitter.com/yPN9jtfSgg"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1628868823897059334/photo/1"", type = ""photo"", sizes = list(list(w = c(720, 680, 150, 720), h = c(720, 680, 150, 720), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","39","241","FALSE","NA","FALSE","NA","it","FALSE","NA","267","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"3","1677178867","1628832342692491264","1628832342692491266","29 morti, nessun colpevole (o quasi). Questa non è “giustizia”, questa è una vergogna.
Tutta la mia vicinanza e la mia solidarietà ai famigliari delle vittime innocenti.

Fonte video: @fanpage https://t.co/a88pY9T01A","29 morti, nessun colpevole (o quasi). Questa non è “giustizia”, questa è una vergogna.
Tutta la mia vicinanza e la mia solidarietà ai famigliari delle vittime innocenti.

Fonte video: @fanpage https://t.co/a88pY9T01A","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = ""fanpage"", name = ""Fanpage.it"", id = 213254229, id_str = ""213254229"", indices = list(start = 184, end = 192)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1628832022499303424, id_str = ""1628832022499303426"", indices = list(list(start = 193, end = 216)), media_url = ""http://pbs.twimg.com/amplify_video_thumb/1628832022499303426/img/wK9hUZchK18rr2Sh.jpg"", 
    media_url_https = ""https://pbs.twimg.com/amplify_video_thumb/1628832022499303426/img/wK9hUZchK18rr2Sh.jpg"", url = ""https://t.co/a88pY9T01A"", display_url = ""pic.twitter.com/a88pY9T01A"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1628832342692491266/video/1"", type = ""photo"", sizes = list(list(w = c(720, 383, 150, 675), h = c(1280, 680, 150, 1200), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","74","404","FALSE","NA","FALSE","NA","it","FALSE","NA","192","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"4","1677177814","1628827928263036928","1628827928263036928","Questa non è “religione”, questa è violenza e ignoranza. https://t.co/WFzFTdfzf1","Questa non è “religione”, questa è violenza e ignoranza. https://t.co/WFzFTdfzf1","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1628827745336832000, id_str = ""1628827745336832000"", indices = list(list(start = 57, end = 80)), media_url = ""http://pbs.twimg.com/amplify_video_thumb/1628827745336832000/img/dEs6yn6bvw7RcQdB.jpg"", 
    media_url_https = ""https://pbs.twimg.com/amplify_video_thumb/1628827745336832000/img/dEs6yn6bvw7RcQdB.jpg"", url = ""https://t.co/WFzFTdfzf1"", display_url = ""pic.twitter.com/WFzFTdfzf1"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1628827928263036928/video/1"", type = ""photo"", sizes = list(list(w = c(720, 383, 150, 675), h = c(1280, 680, 150, 1200), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","1690","4051","FALSE","NA","FALSE","NA","it","TRUE","NA","56","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"5","1677161456","1628759315090751488","1628759315090751491","Mi piacerebbe parlarci con questi ragazzi del liceo Einstein di Torino, perché la violenza (anche verbale) lasci posto alle idee (anche le più diverse). 
La facciamo una bella assemblea pubblica sul futuro dell’Italia con tutti i ragazzi del liceo? Io ci sono. https://t.co/3G2PEL6qA2","Mi piacerebbe parlarci con questi ragazzi del liceo Einstein di Torino, perché la violenza (anche verbale) lasci posto alle idee (anche le più diverse). 
La facciamo una bella assemblea pubblica sul futuro dell’Italia con tutti i ragazzi del liceo? Io ci sono. https://t.co/3G2PEL6qA2","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1628759310955159552, id_str = ""1628759310955159552"", indices = list(list(start = 261, end = 284)), media_url = ""http://pbs.twimg.com/media/FpqD9roXoAA_Aly.jpg"", media_url_https = ""https://pbs.twimg.com/media/FpqD9roXoAA_Aly.jpg"", 
    url = ""https://t.co/3G2PEL6qA2"", display_url = ""pic.twitter.com/3G2PEL6qA2"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1628759315090751491/photo/1"", type = ""photo"", sizes = list(list(w = c(720, 680, 150, 720), h = c(720, 680, 150, 720), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","94","707","FALSE","NA","FALSE","NA","it","FALSE","NA","260","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"6","1677156531","1628738659905142784","1628738659905142784","In particolare per l’Italia, dove auto e casa hanno un valore culturale speciale.
La sostenibilità ambientale deve accompagnarsi con la sostenibilità economica e sociale, altrimenti saremo circondati da un'aria straordinariamente pulita, ma da disoccupati.","In particolare per l’Italia, dove auto e casa hanno un valore culturale speciale.
La sostenibilità ambientale deve accompagnarsi con la sostenibilità economica e sociale, altrimenti saremo circondati da un'aria straordinariamente pulita, ma da disoccupati.","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1628738657812156416","1628738657812156418","270839361","270839361","matteosalvinimi","list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","14","115","FALSE","NA","FALSE","NA","it","NA","NA","256","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"7","1677156531","1628738657812156416","1628738657812156418","In un momento come questo, avere una direttiva che obbliga a mettere a norma la casa sul fronte energetico e impone la messa fuori norma dell'auto senza margini di cambiamento è fuori da ogni logica economica di buonsenso. https://t.co/6bBq2lu6Rw","In un momento come questo, avere una direttiva che obbliga a mettere a norma la casa sul fronte energetico e impone la messa fuori norma dell'auto senza margini di cambiamento è fuori da ogni logica economica di buonsenso. https://t.co/6bBq2lu6Rw","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1628738651730456576, id_str = ""1628738651730456577"", indices = list(list(start = 223, end = 246)), media_url = ""http://pbs.twimg.com/media/FppxLKBXsAEy1C8.jpg"", media_url_https = ""https://pbs.twimg.com/media/FppxLKBXsAEy1C8.jpg"", 
    url = ""https://t.co/6bBq2lu6Rw"", display_url = ""pic.twitter.com/6bBq2lu6Rw"", expanded_url = ""https://twitter.com/matteosalvinimi/status/1628738657812156418/photo/1"", type = ""photo"", sizes = list(list(w = c(1000, 680, 150, 1000), h = c(1000, 680, 150, 1000), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","58","352","FALSE","NA","FALSE","NA","it","FALSE","NA","222","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"8","1677229765","1629045824591216640","1629045824591216645","Vi propongo la mia intervista di ieri sera a @PiazzapulitaLA7 
Con Corrado Formigli abbiamo parlato delle settimane precedenti all’invasione russa dell’Ucraina e i dettagli inediti della mia ultima visita a Kiev e Mosca.

https://t.co/aIn77wMWim","Vi propongo la mia intervista di ieri sera a @PiazzapulitaLA7 
Con Corrado Formigli abbiamo parlato delle settimane precedenti all’invasione russa dell’Ucraina e i dettagli inediti della mia ultima visita a Kiev e Mosca.

https://t.co/aIn77wMWim","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = ""PiazzapulitaLA7"", name = ""Piazzapulita - La7"", id = 58453980, id_str = ""58453980"", indices = list(start = 45, end = 61)), urls = list(url = ""https://t.co/aIn77wMWim"", expanded_url = ""https://www.la7.it/piazzapulita/video/esclusivo-parla-luigi-di-maio-i-giorni-che-hanno-portato-alla-guerra-ucraina-23-02-2023-473407?fbclid=IwAR3DhFna5xCPTUnlrydw-6K7snBtcFY64abzi-4eTOBJQ2b0Xmb-mjOQ0T0"", 
    display_url = ""la7.it/piazzapulita/v…"", indices = list(start = 222, end = 245), unwound = NA), media = list(id = NA, id_str = NA, indices = list(NA), media_url = NA, media_url_https = NA, url = NA, display_url = NA, expanded_url = NA, type = NA, sizes = list(NA), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","4","19","FALSE","NA","FALSE","NA","it","FALSE","NA","245","list(created_at = NA, id = NA, id_str = NA, full_text = NA, truncated = NA, display_text_range = list(NULL), entities = list(hashtags = list(NULL), symbols = list(NULL), user_mentions = list(NULL), urls = list(NULL), media = list(NULL)), extended_entities = list(media = list(NULL)), source = NA, in_reply_to_status_id = NA, in_reply_to_status_id_str = NA, in_reply_to_user_id = NA, in_reply_to_user_id_str = NA, in_reply_to_screen_name = NA, user = list(id = NA, id_str = NA, name = NA, screen_name = NA, 
    location = NA, description = NA, url = NA, entities = list(url = list(urls = list(NULL)), description = list(urls = list(NULL))), protected = NA, followers_count = NA, friends_count = NA, listed_count = NA, created_at = NA, favourites_count = NA, utc_offset = NA, time_zone = NA, geo_enabled = NA, verified = NA, statuses_count = NA, lang = NA, contributors_enabled = NA, is_translator = NA, is_translation_enabled = NA, profile_background_color = NA, profile_background_image_url = NA, profile_background_image_url_https = NA, 
    profile_background_tile = NA, profile_image_url = NA, profile_image_url_https = NA, profile_banner_url = NA, profile_link_color = NA, profile_sidebar_border_color = NA, profile_sidebar_fill_color = NA, profile_text_color = NA, profile_use_background_image = NA, has_extended_profile = NA, default_profile = NA, default_profile_image = NA, following = NA, follow_request_sent = NA, notifications = NA, translator_type = NA, withheld_in_countries = list(NULL)), geo = NA, coordinates = NA, place = NA, 
    contributors = NA, is_quote_status = NA, retweet_count = NA, favorite_count = NA, favorited = NA, retweeted = NA, possibly_sensitive = NA, lang = NA)","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"9","1677231789","1629054312797044736","1629054312797044736","Un anno fa l'invasione dell'Ucraina da parte della Russia. Siamo da sempre vicini ai valori della libertà e della giustizia. Siamo con la resistenza del popolo ucraino https://t.co/98ilCXu613","Un anno fa l'invasione dell'Ucraina da parte della Russia. Siamo da sempre vicini ai valori della libertà e della giustizia. Siamo con la resistenza del popolo ucraino https://t.co/98ilCXu613","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1629054309097697280, id_str = ""1629054309097697280"", indices = list(list(start = 168, end = 191)), media_url = ""http://pbs.twimg.com/media/FpuQQ1WWcAAHbJT.jpg"", media_url_https = ""https://pbs.twimg.com/media/FpuQQ1WWcAAHbJT.jpg"", 
    url = ""https://t.co/98ilCXu613"", display_url = ""pic.twitter.com/98ilCXu613"", expanded_url = ""https://twitter.com/BrunoAstorre/status/1629054312797044736/photo/1"", type = ""photo"", sizes = list(list(w = c(735, 680, 150, 735), h = c(416, 385, 150, 416), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","1","2","FALSE","NA","FALSE","NA","it","FALSE","NA","167","list(created_at = NA, id = NA, id_str = NA, full_text = NA, truncated = NA, display_text_range = list(NULL), entities = list(hashtags = list(NULL), symbols = list(NULL), user_mentions = list(NULL), urls = list(NULL), media = list(NULL)), extended_entities = list(media = list(NULL)), source = NA, in_reply_to_status_id = NA, in_reply_to_status_id_str = NA, in_reply_to_user_id = NA, in_reply_to_user_id_str = NA, in_reply_to_screen_name = NA, user = list(id = NA, id_str = NA, name = NA, screen_name = NA, 
    location = NA, description = NA, url = NA, entities = list(url = list(urls = list(NULL)), description = list(urls = list(NULL))), protected = NA, followers_count = NA, friends_count = NA, listed_count = NA, created_at = NA, favourites_count = NA, utc_offset = NA, time_zone = NA, geo_enabled = NA, verified = NA, statuses_count = NA, lang = NA, contributors_enabled = NA, is_translator = NA, is_translation_enabled = NA, profile_background_color = NA, profile_background_image_url = NA, profile_background_image_url_https = NA, 
    profile_background_tile = NA, profile_image_url = NA, profile_image_url_https = NA, profile_banner_url = NA, profile_link_color = NA, profile_sidebar_border_color = NA, profile_sidebar_fill_color = NA, profile_text_color = NA, profile_use_background_image = NA, has_extended_profile = NA, default_profile = NA, default_profile_image = NA, following = NA, follow_request_sent = NA, notifications = NA, translator_type = NA, withheld_in_countries = list(NULL)), geo = NA, coordinates = NA, place = list(
    id = NA, url = NA, place_type = NA, name = NA, full_name = NA, country_code = NA, country = NA, contained_within = list(NULL), bounding_box = list(type = NA, coordinates = list(NULL)), attributes = list()), contributors = NA, is_quote_status = NA, retweet_count = NA, favorite_count = NA, favorited = NA, retweeted = NA, possibly_sensitive = NA, lang = NA)","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10","1677226059","1629030281129652224","1629030281129652224","Viceversa, protocollo per chiamata “a secco” o non di amici: blocco del numero. Non ci crederete, ma la persona con cui sto parlando mentre arriva la chiamata è contenta che io blocchi chi chiama! Strano come un blocco visto dall’altro sembri una liberazione (semicit.)! 😜😂🤗😇 https://t.co/XpxwmNlPqh","Viceversa, protocollo per chiamata “a secco” o non di amici: blocco del numero. Non ci crederete, ma la persona con cui sto parlando mentre arriva la chiamata è contenta che io blocchi chi chiama! Strano come un blocco visto dall’altro sembri una liberazione (semicit.)! 😜😂🤗😇 https://t.co/XpxwmNlPqh","FALSE","list(hashtags = list(text = NA, indices = list(NA)), symbols = list(text = NA, indices = list(NA)), user_mentions = list(screen_name = NA, name = NA, id = NA, id_str = NA, indices = list(NA)), urls = list(url = NA, expanded_url = NA, display_url = NA, indices = list(NA), unwound = list(NA)), media = list(id = 1629030271331758080, id_str = ""1629030271331758080"", indices = list(list(start = 276, end = 299)), media_url = ""http://pbs.twimg.com/media/Fpt6ZpsWcAAMulo.jpg"", media_url_https = ""https://pbs.twimg.com/media/Fpt6ZpsWcAAMulo.jpg"", 
    url = ""https://t.co/XpxwmNlPqh"", display_url = ""pic.twitter.com/XpxwmNlPqh"", expanded_url = ""https://twitter.com/AlbertoBagnai/status/1629030281129652224/photo/1"", type = ""photo"", sizes = list(list(w = c(828, 675, 150, 828), h = c(834, 680, 150, 834), resize = c(""fit"", ""fit"", ""crop"", ""fit""), type = c(""large"", ""small"", ""thumb"", ""medium""))), ext_alt_text = NA))","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NA",NA,"NA",NA,NA,"list()","list(long = NA, lat = NA, type = NA)","list(geo = list(list(long = NA, lat = NA, type = NA)), coordinates = list(list(long = NA, lat = NA, type = NA)), place = list(NA))","NA","FALSE","4","33","FALSE","NA","FALSE","NA","it","FALSE","NA","275","list(created_at = NA, id = NA, id_str = NA, full_text = NA, truncated = NA, display_text_range = list(NULL), entities = list(hashtags = list(NULL), symbols = list(NULL), user_mentions = list(NULL), urls = list(NULL), media = list(NULL)), source = NA, in_reply_to_status_id = NA, in_reply_to_status_id_str = NA, in_reply_to_user_id = NA, in_reply_to_user_id_str = NA, in_reply_to_screen_name = NA, user = list(id = NA, id_str = NA, name = NA, screen_name = NA, location = NA, description = NA, url = NA, 
    entities = list(description = list(urls = list(NULL)), url = list(urls = list(NULL))), protected = NA, followers_count = NA, friends_count = NA, listed_count = NA, created_at = NA, favourites_count = NA, utc_offset = NA, time_zone = NA, geo_enabled = NA, verified = NA, statuses_count = NA, lang = NA, contributors_enabled = NA, is_translator = NA, is_translation_enabled = NA, profile_background_color = NA, profile_background_image_url = NA, profile_background_image_url_https = NA, profile_background_tile = NA, 
    profile_image_url = NA, profile_image_url_https = NA, profile_banner_url = NA, profile_link_color = NA, profile_sidebar_border_color = NA, profile_sidebar_fill_color = NA, profile_text_color = NA, profile_use_background_image = NA, has_extended_profile = NA, default_profile = NA, default_profile_image = NA, following = NA, follow_request_sent = NA, notifications = NA, translator_type = NA, withheld_in_countries = list(NULL)), geo = NA, coordinates = NA, place = NA, contributors = NA, is_quote_status = NA, 
    quoted_status_id = NA, quoted_status_id_str = NA, quoted_status_permalink = list(url = NA, expanded = NA, display = NA), quoted_status = list(created_at = NA, id = NA, id_str = NA, full_text = NA, truncated = NA, display_text_range = list(NULL), entities = list(hashtags = list(NULL), symbols = list(NULL), user_mentions = list(NULL), urls = list(NULL), media = list(NULL)), extended_entities = list(media = list(NULL)), source = NA, in_reply_to_status_id = NA, in_reply_to_status_id_str = NA, in_reply_to_user_id = NA, 
        in_reply_to_user_id_str = NA, in_reply_to_screen_name = NA, user = list(id = NA, id_str = NA, name = NA, screen_name = NA, location = NA, description = NA, url = NA, entities = list(description = list(urls = list(NULL)), url = list(urls = list(NULL))), protected = NA, followers_count = NA, friends_count = NA, listed_count = NA, created_at = NA, favourites_count = NA, utc_offset = NA, time_zone = NA, geo_enabled = NA, verified = NA, statuses_count = NA, lang = NA, contributors_enabled = NA, 
            is_translator = NA, is_translation_enabled = NA, profile_background_color = NA, profile_background_image_url = NA, profile_background_image_url_https = NA, profile_background_tile = NA, profile_image_url = NA, profile_image_url_https = NA, profile_banner_url = NA, profile_link_color = NA, profile_sidebar_border_color = NA, profile_sidebar_fill_color = NA, profile_text_color = NA, profile_use_background_image = NA, has_extended_profile = NA, default_profile = NA, default_profile_image = NA, 
            following = NA, follow_request_sent = NA, notifications = NA, translator_type = NA, withheld_in_countries = list(NULL)), geo = NA, coordinates = NA, place = NA, contributors = NA, is_quote_status = NA, retweet_count = NA, favorite_count = NA, favorited = NA, retweeted = NA, possibly_sensitive = NA, lang = NA, quoted_status_id = NA, quoted_status_id_str = NA, quoted_status_permalink = list(url = NA, expanded = NA, display = NA)), retweet_count = NA, favorite_count = NA, favorited = NA, 
    retweeted = NA, possibly_sensitive = NA, lang = NA, extended_entities = list(media = list(NULL)))","list(created_at = NA, id = NA, id_str = NA, full_text = NA, truncated = NA, display_text_range = list(NULL), entities = list(hashtags = list(NULL), symbols = list(NULL), user_mentions = list(NULL), urls = list(NULL), media = list(NULL)), source = NA, in_reply_to_status_id = NA, in_reply_to_status_id_str = NA, in_reply_to_user_id = NA, in_reply_to_user_id_str = NA, in_reply_to_screen_name = NA, user = list(id = NA, id_str = NA, name = NA, screen_name = NA, location = NA, description = NA, url = NA, 
    entities = list(description = list(urls = list(NULL)), url = list(urls = list(NULL))), protected = NA, followers_count = NA, friends_count = NA, listed_count = NA, created_at = NA, favourites_count = NA, utc_offset = NA, time_zone = NA, geo_enabled = NA, verified = NA, statuses_count = NA, lang = NA, contributors_enabled = NA, is_translator = NA, is_translation_enabled = NA, profile_background_color = NA, profile_background_image_url = NA, profile_background_image_url_https = NA, profile_background_tile = NA, 
    profile_image_url = NA, profile_image_url_https = NA, profile_link_color = NA, profile_sidebar_border_color = NA, profile_sidebar_fill_color = NA, profile_text_color = NA, profile_use_background_image = NA, has_extended_profile = NA, default_profile = NA, default_profile_image = NA, following = NA, follow_request_sent = NA, notifications = NA, translator_type = NA, withheld_in_countries = list(NULL), profile_banner_url = NA), geo = NA, coordinates = NA, place = NA, contributors = NA, is_quote_status = NA, 
    retweet_count = NA, favorite_count = NA, favorited = NA, retweeted = NA, possibly_sensitive = NA, lang = NA, extended_entities = list(media = list(NULL)))","NA",NA,"list(url = NA, expanded = NA, display = NA)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
