"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x270839361","x1430112222769033216",2021-08-24 10:18:18,"matteosalvinimi","In diretta dall’auditorium del @MeetingRimini, state con me! https://t.co/9W2RgNN7nW","Twitter Media Studio",84,,,,FALSE,FALSE,115,30,,,,,"twitter.com/i/broadcasts/1…","https://t.co/9W2RgNN7nW","https://twitter.com/i/broadcasts/1mnxeaAkeqWxX",,,,,,,,,"x119154768","MeetingRimini","it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1430112222769033216","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1430083427106181140",2021-08-24 08:23:53,"matteosalvinimi","Oggi iniziano i Giochi Paralimpici di Tokyo 2020 e l’Italia partecipa con 113 atleti, numero record, da Bebe Vio a Simone Barlaam! #ForzaAzzurri, in alto il Tricolore 🇮🇹 #Paralimpiadi https://t.co/D0srlxlUxj","Twitter for iPhone",183,,,,FALSE,FALSE,335,39,,,"ForzaAzzurri Paralimpiadi",,,,,"http://pbs.twimg.com/media/E9itSz6WUBALIAz.jpg","https://t.co/D0srlxlUxj","https://twitter.com/matteosalvinimi/status/1430083427106181140/photo/1","photo","http://pbs.twimg.com/media/E9itSz6WUBALIAz.jpg","https://t.co/D0srlxlUxj","https://twitter.com/matteosalvinimi/status/1430083427106181140/photo/1",,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1430083427106181140","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429916445400518661",2021-08-23 21:20:21,"matteosalvinimi","Qui Rimini, in sostegno del candidato sindaco Enzo Ceccarelli. https://t.co/qMFtMzgLyr","Twitter Media Studio",86,,,,FALSE,FALSE,261,46,,,,,"twitter.com/i/broadcasts/1…","https://t.co/qMFtMzgLyr","https://twitter.com/i/broadcasts/1rmGPzopjYgxN",,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429916445400518661","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429915604677451776",2021-08-23 21:17:01,"matteosalvinimi","Quest'anno siamo già a quasi 40mila arrivi, serve un cambio di passo del ministro dell'Interno, soprattutto dopo la pessima figura riguardo al rave nel Viterbese.","Twitter Web App",162,"x1429915575174770695","x270839361","matteosalvinimi",FALSE,FALSE,330,43,,,,,,,,,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429915604677451776","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429915575174770695",2021-08-23 21:16:54,"matteosalvinimi","L'avanzata dei Talebani in Afghanistan è un pessimo segnale: occorre lavorare per scongiurare il pericolo di radicalizzazione e terrorismo. Salvare le vite di donne e bambini in pericolo sì, ma senza aprire le porte del nostro Paese a migliaia di persone. https://t.co/mIrANXmLOb","Twitter Media Studio",255,,,,FALSE,FALSE,424,66,,,,,,,,"http://pbs.twimg.com/amplify_video_thumb/1429915080649584642/img/DlyCUzwtfeStHp7u.jpg","https://t.co/mIrANXmLOb","https://twitter.com/matteosalvinimi/status/1429915575174770695/video/1","photo","http://pbs.twimg.com/amplify_video_thumb/1429915080649584642/img/DlyCUzwtfeStHp7u.jpg","https://t.co/mIrANXmLOb","https://twitter.com/matteosalvinimi/status/1429915575174770695/video/1",,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429915575174770695","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429879449902792710",2021-08-23 18:53:21,"matteosalvinimi","Prima di essere un bravo sindaco innamorato della sua Chiavari, era una bella persona: una preghiera per Marco Di Capua, un abbraccio ai suoi familiari e amici, un pensiero alla sua comunità.

https://t.co/79uagN3b65","Twitter Web App",216,,,,FALSE,FALSE,421,54,,,,,"ansa.it/liguria/notizi…","https://t.co/79uagN3b65","https://www.ansa.it/liguria/notizie/2021/08/23/comune-chiavari-morto-allimprovviso-il-sindaco-di-capua_1fc0cdbc-47cd-43e6-97e4-535e7bbb9658.html",,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429879449902792710","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429852100301832196",2021-08-23 17:04:40,"matteosalvinimi","Un’ottima notizia! La studentessa italo-marocchina Ikram Nzihi è finalmente libera. https://t.co/bARCfGEyth","Twitter Web App",83,,,,FALSE,FALSE,522,59,,,,,,,,"http://pbs.twimg.com/media/E9faptlWYAgueLB.jpg","https://t.co/bARCfGEyth","https://twitter.com/matteosalvinimi/status/1429852100301832196/photo/1","photo","http://pbs.twimg.com/media/E9faptlWYAgueLB.jpg","https://t.co/bARCfGEyth","https://twitter.com/matteosalvinimi/status/1429852100301832196/photo/1",,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429852100301832196","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429847399200133129",2021-08-23 16:45:59,"matteosalvinimi","Qui Città di Castello (PG), in Umbria, con il candidato sindaco Roberto Marinelli. Seguiteci 😊 https://t.co/27N5F2n7hh","Twitter Media Studio",118,,,,FALSE,FALSE,198,36,,,,,"twitter.com/i/broadcasts/1…","https://t.co/27N5F2n7hh","https://twitter.com/i/broadcasts/1gqxvoNAVDQKB",,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429847399200133129","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x270839361","x1429790141472772107",2021-08-23 12:58:28,"matteosalvinimi","#DAZN, se il buongiorno si vede dal mattino… Se soldi e interessi prevalgono su sport e passione, giusto che i tifosi vengano rimborsati e spengano tutto.","Twitter Web App",154,,,,FALSE,FALSE,1076,103,,,"DAZN",,,,,,,,,,,,,,,"it",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/matteosalvinimi/status/1429790141472772107","Matteo Salvini","","Leader della Lega #primagliitaliani 🇮🇹","https://t.co/KDs4YUajH3",FALSE,1410627,2040,3065,51590,3858,2011-03-23 10:32:56,TRUE,"https://t.co/KDs4YUajH3","http://www.legaonline.it/referendumgiustizia",,"https://pbs.twimg.com/profile_banners/270839361/1625239837","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/966325945060732928/0Ua5xPMX_normal.jpg"
"x48062712","x1430134587347378178",2021-08-24 11:47:10,"luigidimaio","🔴Crisi #Afghanistan | Audizione del Min. Affari Esteri e della Cooperazione Internazionale @luigidimaio e del Min. Difesa @guerini_lorenzo davanti alle Commissioni riunite Esteri e Difesa di #Camera e #Senato

📺 Segui la diretta alle ore🕑 14.00 ⤵️
https://t.co/e9fGpPL9Z3 https://t.co/lyVhLWoVhO","Twitter for iPhone",140,,,,FALSE,TRUE,0,16,,,"Afghanistan",,,,,,,,,,,,,"x599114492 x48062712","ItalyMFA luigidimaio","it",,,,,,,,,,,,,,,,"x1430134216176685061","🔴Crisi #Afghanistan | Audizione del Min. Affari Esteri e della Cooperazione Internazionale @luigidimaio e del Min. Difesa @guerini_lorenzo davanti alle Commissioni riunite Esteri e Difesa di #Camera e #Senato

📺 Segui la diretta alle ore🕑 14.00 ⤵️
https://t.co/e9fGpPL9Z3 https://t.co/lyVhLWoVhO",2021-08-24 11:45:42,"Twitter Web App",30,16,"x599114492","ItalyMFA","Farnesina 🇮🇹",233291,942,14106,"Roma, Italia","Profilo ufficiale del Ministero degli Affari Esteri e della Cooperazione Internazionale | Ministry of Foreign Affairs and International Cooperation of Italy",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/luigidimaio/status/1430134587347378178","Luigi Di Maio","Pomigliano d'Arco, Campania","Ministro degli Affari Esteri e della Cooperazione Internazionale.","https://t.co/qtDDRMWqf2",FALSE,735954,351,2123,6584,302,2009-06-17 18:34:46,TRUE,"https://t.co/qtDDRMWqf2","http://www.luigidimaio.it",,"https://pbs.twimg.com/profile_banners/48062712/1600414260","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/933106806670462976/YyC7LOW8_normal.jpg"
